year,st,fage,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1988,37,l) Left Censored,39361,63362,1867208,1845142,3644,5.724,4254,6.682,253288,78178,175110,4.237,13.727,208203,61967,146236,3.358,11.284,45085,2.443,22.568,1799,1922,16652
1988,38,a) 0,1268,1272,6835,3418,1272,200,X,X,6835,6835,X,200,200,X,X,X,X,X,6835,200,X,X,X,X
1988,38,b) 1,990,999,5845,6049,D,D,317,27.398,1540,D,1538,D,25.459,1949,1220,729,20.169,32.22,-409,-6.761,50.918,246,246,997
1988,38,c) 2,866,881,6170,6247,35,3.743,143,15.294,1100,199,901,3.186,17.608,1241,529,712,8.468,19.866,-141,-2.257,35.217,106,106,447
1988,38,d) 3,756,783,4973,5058,33,3.95,138,16.517,907,116,791,2.293,17.932,1064,505,559,9.984,21.036,-157,-3.104,35.864,104,106,410
1988,38,e) 4,842,866,4669,4516,46,5.134,106,11.83,1091,154,937,3.41,24.161,763,353,410,7.818,16.897,328,7.264,33.795,82,82,218
1988,38,f) 5,607,646,5279,5281,28,4.13,92,13.569,974,114,860,2.159,18.445,986,349,637,6.609,18.672,-12,-0.227,36.89,74,75,320
1988,38,g) 6 to 10,2714,2897,23073,23516,147,4.963,277,9.352,3474,899,2575,3.823,14.773,4361,1383,2978,5.881,18.545,-887,-3.772,29.546,201,203,1152
1988,38,h) 11 to 15,521,551,3686,3804,16,2.814,51,8.971,471,39,432,1.025,12.383,689,328,361,8.624,18.115,-218,-5.732,24.767,38,39,165
1988,38,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,38,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,38,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,38,l) Left Censored,6069,8057,125971,125798,295,3.599,575,7.015,13698,3424,10274,2.722,10.889,13435,4427,9008,3.519,10.68,263,0.209,21.36,265,273,1288
1988,39,a) 0,16628,16911,114682,57341,16911,200,X,X,114682,114682,X,200,200,X,X,X,X,X,114682,200,X,X,X,X
1988,39,b) 1,13247,13620,109016,111028,141,0.906,4026,25.87,29291,2011,27280,1.811,26.382,32896,19864,13032,17.891,29.629,-3605,-3.247,52.764,3287,3312,17042
1988,39,c) 2,11719,12242,118212,117881,563,4.307,2224,17.013,25694,4678,21016,3.968,21.797,25104,10982,14122,9.316,21.296,590,0.501,42.592,1794,1802,9584
1988,39,d) 3,9466,9882,84733,90232,415,3.978,1518,14.549,16906,1888,15018,2.092,18.736,27361,10693,16668,11.851,30.323,-10455,-11.587,37.472,1199,1214,7697
1988,39,e) 4,9357,9828,83314,83482,494,4.859,1172,11.527,16604,2817,13787,3.374,19.889,16923,7087,9836,8.489,20.271,-319,-0.382,39.779,922,929,5981
1988,39,f) 5,7072,7483,73904,74073,398,5.149,891,11.527,14247,3128,11119,4.223,19.234,14694,5724,8970,7.728,19.837,-447,-0.603,38.467,695,710,3984
1988,39,g) 6 to 10,28435,30852,334539,335359,1334,4.22,2854,9.028,58043,11979,46064,3.572,17.308,59687,19767,39920,5.894,17.798,-1644,-0.49,34.615,2083,2142,13414
1988,39,h) 11 to 15,5351,6086,64117,65535,264,4.269,461,7.454,10685,2755,7930,4.204,16.304,13564,3319,10245,5.064,20.697,-2879,-4.393,32.609,318,335,2619
1988,39,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,39,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,39,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,39,l) Left Censored,72080,112113,3025348,3017654,5487,4.84,7999,7.056,389362,113729,275633,3.769,12.903,375698,123308,252390,4.086,12.45,13664,0.453,24.9,3588,3918,47495
1988,40,a) 0,5726,5780,32585,16293,5780,200,X,X,32585,32585,X,200,200,X,X,X,X,X,32585,200,X,X,X,X
1988,40,b) 1,4004,4112,34257,36720,25,0.499,1825,36.413,7965,366,7599,0.997,21.691,12862,8666,4196,23.6,35.027,-4897,-13.336,43.382,1517,1527,7709
1988,40,c) 2,3804,3908,29547,32745,189,4.362,1039,23.979,6364,1041,5323,3.179,19.435,12574,8418,4156,25.708,38.4,-6210,-18.965,38.871,870,879,7869
1988,40,d) 3,3429,3540,26260,27163,170,4.43,765,19.935,6328,1322,5006,4.867,23.297,8126,3958,4168,14.572,29.916,-1798,-6.619,46.594,603,618,2963
1988,40,e) 4,3664,3784,23296,23943,182,4.554,607,15.188,4695,993,3702,4.147,19.609,6004,2795,3209,11.674,25.076,-1309,-5.467,39.218,479,480,2067
1988,40,f) 5,2626,2791,23812,24751,163,5.531,475,16.118,4832,854,3978,3.45,19.523,6732,3047,3685,12.311,27.199,-1900,-7.677,39.046,371,376,2371
1988,40,g) 6 to 10,10587,11297,101627,100414,560,4.747,1558,13.208,21990,5715,16275,5.691,21.899,19547,8071,11476,8.038,19.466,2443,2.433,38.933,1154,1184,5825
1988,40,h) 11 to 15,1742,1982,18498,18707,107,5.232,233,11.394,3118,609,2509,3.256,16.668,3528,1322,2206,7.067,18.86,-410,-2.192,33.336,165,170,756
1988,40,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,40,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,40,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,40,l) Left Censored,19904,29746,599270,601522,1595,5.271,2624,8.671,84736,24238,60498,4.029,14.087,89707,31934,57773,5.309,14.913,-4971,-0.826,28.174,1295,1418,11532
1988,41,a) 0,6776,6854,39717,19859,6854,200,X,X,39717,39717,X,200,200,X,X,X,X,X,39717,200,X,X,X,X
1988,41,b) 1,5267,5354,35525,36426,26,0.412,1932,30.633,11023,315,10708,0.865,30.262,12550,7880,4670,21.633,34.454,-1527,-4.192,60.524,1546,1547,6812
1988,41,c) 2,4490,4600,36061,35854,213,4.251,1034,20.637,9820,845,8975,2.357,27.389,9552,5183,4369,14.456,26.642,268,0.747,53.284,810,822,4570
1988,41,d) 3,3616,3731,27133,27647,189,4.693,782,19.417,6317,1001,5316,3.621,22.849,7364,3586,3778,12.971,26.636,-1047,-3.787,45.698,634,637,2722
1988,41,e) 4,3351,3465,28292,27937,170,4.636,574,15.653,6661,800,5861,2.864,23.843,6012,3033,2979,10.857,21.52,649,2.323,43.04,459,462,2553
1988,41,f) 5,2615,2748,25606,25678,111,3.849,383,13.28,5342,905,4437,3.524,20.804,5452,2021,3431,7.871,21.233,-110,-0.428,41.608,291,295,1671
1988,41,g) 6 to 10,11258,12032,104443,104627,585,4.728,1265,10.225,19961,4224,15737,4.037,19.078,20290,8384,11906,8.013,19.393,-329,-0.314,38.157,920,940,6774
1988,41,h) 11 to 15,1984,2234,22386,22119,111,4.848,222,9.696,3974,647,3327,2.925,17.967,3497,1064,2433,4.81,15.81,477,2.157,31.621,154,169,832
1988,41,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,41,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,41,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,41,l) Left Censored,19198,28191,612825,610840,1509,5.296,2110,7.406,86820,22019,64801,3.605,14.213,82036,30701,51335,5.026,13.43,4784,0.783,26.86,1023,1095,10037
1988,42,a) 0,20312,20613,121994,61001,20613,199.99,X,X,121994,121994,X,199.989,199.989,X,X,X,X,X,121987,199.977,X,X,X,X
1988,42,b) 1,15979,16232,126498,127382,73,0.395,4591,24.828,34522,1941,32581,1.524,27.101,35871,20931,14940,16.432,28.16,-1349,-1.059,54.202,3769,3779,17263
1988,42,c) 2,14043,14441,130877,140615,557,3.602,2603,16.833,26685,3068,23617,2.182,18.977,47512,28759,18753,20.452,33.789,-20827,-14.811,37.955,2071,2086,25294
1988,42,d) 3,11571,11961,108722,109586,505,4.014,1742,13.848,22777,3884,18893,3.544,20.785,24564,10392,14172,9.483,22.415,-1787,-1.631,41.569,1390,1415,8381
1988,42,e) 4,10814,11316,99277,100729,475,4.047,1315,11.205,17997,2894,15103,2.873,17.867,20909,7605,13304,7.55,20.758,-2912,-2.891,35.734,1012,1014,5714
1988,42,f) 5,8144,8558,91256,92277,387,4.379,946,10.704,15344,2494,12850,2.703,16.628,17419,6110,11309,6.621,18.877,-2075,-2.249,33.256,734,753,4859
1988,42,g) 6 to 10,32036,34318,368880,370194,1365,3.879,3100,8.81,59133,10457,48676,2.825,15.974,61973,20791,41182,5.616,16.741,-2840,-0.767,31.947,2365,2410,15882
1988,42,h) 11 to 15,6152,6850,79686,79398,302,4.332,546,7.831,13561,2682,10879,3.378,17.08,12901,4242,8659,5.343,16.249,660,0.831,32.497,381,400,3283
1988,42,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,42,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,42,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,42,l) Left Censored,82430,121587,3255088,3252097,5694,4.634,8271,6.731,412399,107149,305250,3.295,12.681,405058,126195,278863,3.88,12.455,7341,0.226,24.911,4200,4443,43844
1988,44,a) 0,2568,2578,12634,6317,2578,200,X,X,12634,12634,X,200,200,X,X,X,X,X,12634,200,X,X,X,X
1988,44,b) 1,1894,1923,13441,14073,6,0.268,633,28.303,3253,115,3138,0.817,23.116,4446,2711,1735,19.265,31.594,-1193,-8.478,46.232,514,514,2305
1988,44,c) 2,1543,1564,11153,11503,70,4.157,310,18.409,2503,485,2018,4.216,21.76,3182,1697,1485,14.753,27.662,-679,-5.903,43.519,256,257,1535
1988,44,d) 3,1279,1302,9852,9993,68,4.967,202,14.755,2128,389,1739,3.893,21.295,2360,1137,1223,11.378,23.617,-232,-2.322,42.59,166,167,999
1988,44,e) 4,1109,1125,9439,9495,43,3.661,142,12.09,1708,186,1522,1.959,17.988,1819,664,1155,6.993,19.157,-111,-1.169,35.977,114,117,589
1988,44,f) 5,864,883,8130,8405,35,3.804,109,11.848,1143,100,1043,1.19,13.599,1710,557,1153,6.627,20.345,-567,-6.746,27.198,80,80,384
1988,44,g) 6 to 10,3322,3478,38513,39010,118,3.286,343,9.553,5981,792,5189,2.03,15.332,6849,2410,4439,6.178,17.557,-868,-2.225,30.664,246,250,1804
1988,44,h) 11 to 15,641,676,8675,8644,24,3.453,62,8.921,1368,103,1265,1.192,15.827,1281,294,987,3.401,14.82,87,1.007,29.641,46,46,215
1988,44,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,44,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,44,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,44,l) Left Censored,8741,10900,292171,292921,409,3.685,805,7.254,37014,9783,27231,3.34,12.636,38168,12112,26056,4.135,13.03,-1154,-0.394,25.272,453,462,3690
1988,45,a) 0,6704,6821,43229,21615,6821,200,X,X,43229,43229,X,200,200,X,X,X,X,X,43229,200,X,X,X,X
1988,45,b) 1,5047,5209,59608,52610,44,0.727,1734,28.642,26536,721,25815,1.37,50.439,11662,7419,4243,14.102,22.167,14874,28.272,44.334,1412,1414,6233
1988,45,c) 2,4215,4344,33332,34839,176,3.729,927,19.642,7935,1119,6816,3.212,22.776,10962,5425,5537,15.572,31.465,-3027,-8.689,45.552,769,771,4721
1988,45,d) 3,3741,3863,29360,29774,209,5.114,657,16.075,6630,1126,5504,3.782,22.268,7470,3622,3848,12.165,25.089,-840,-2.821,44.536,529,531,2706
1988,45,e) 4,4232,4403,33848,34631,185,4.042,533,11.645,6258,1063,5195,3.07,18.071,7781,3057,4724,8.827,22.468,-1523,-4.398,36.141,418,420,2653
1988,45,f) 5,2472,2642,25538,25903,125,4.538,350,12.706,5018,1296,3722,5.003,19.372,5753,2045,3708,7.895,22.21,-735,-2.838,38.745,265,270,1555
1988,45,g) 6 to 10,9313,10114,110225,111054,520,5.008,1058,10.19,18832,4094,14738,3.687,16.958,20542,7246,13296,6.525,18.497,-1710,-1.54,33.915,779,805,5655
1988,45,h) 11 to 15,1714,1940,21483,21005,82,4.145,159,8.036,3930,501,3429,2.385,18.71,2977,579,2398,2.757,14.173,953,4.537,28.346,103,111,386
1988,45,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,45,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,45,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,45,l) Left Censored,19216,30234,841298,833495,1683,5.527,2114,6.943,116638,43002,73636,5.159,13.994,101073,36804,64269,4.416,12.126,15565,1.867,24.253,989,1048,7200
1988,46,a) 0,1327,1349,6196,3098,1349,200,X,X,6196,6196,X,200,200,X,X,X,X,X,6196,200,X,X,X,X
1988,46,b) 1,1070,1091,8514,8722,3,0.24,324,25.889,1425,9,1416,0.103,16.338,1799,1030,769,11.809,20.626,-374,-4.288,32.676,258,258,853
1988,46,c) 2,860,873,6628,6468,31,3.301,163,17.359,1872,855,1017,13.219,28.942,1596,628,968,9.709,24.675,276,4.267,49.351,138,138,513
1988,46,d) 3,845,868,4776,5301,36,3.945,125,13.699,988,321,667,6.055,18.638,2080,1210,870,22.826,39.238,-1092,-20.6,37.276,84,87,1121
1988,46,e) 4,868,900,5181,5323,42,4.516,102,10.968,837,161,676,3.025,15.724,1125,476,649,8.942,21.135,-288,-5.41,31.448,80,81,323
1988,46,f) 5,575,606,3783,4114,15,2.347,81,12.676,517,55,462,1.337,12.568,1207,721,486,17.528,29.342,-690,-16.774,25.137,63,63,294
1988,46,g) 6 to 10,2680,2803,23067,22783,122,4.252,255,8.887,3737,928,2809,4.073,16.403,3148,1088,2060,4.775,13.817,589,2.585,27.635,182,184,766
1988,46,h) 11 to 15,547,573,3976,3972,33,5.675,50,8.598,642,150,492,3.777,16.165,622,330,292,8.309,15.662,20,0.504,31.323,35,35,114
1988,46,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,46,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,46,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,46,l) Left Censored,6554,8430,138995,138362,326,3.802,613,7.15,17078,4484,12594,3.241,12.343,15791,4943,10848,3.573,11.413,1287,0.93,22.826,338,357,2162
1988,47,a) 0,9251,9364,59496,29748,9364,200,X,X,59496,59496,X,200,200,X,X,X,X,X,59496,200,X,X,X,X
1988,47,b) 1,6872,7061,65904,67896,60,0.72,2606,31.269,16112,767,15345,1.13,23.731,20045,12562,7483,18.502,29.523,-3933,-5.793,47.461,2167,2176,11198
1988,47,c) 2,5856,6050,56241,56252,267,4.066,1299,19.784,14333,2390,11943,4.249,25.48,14414,7145,7269,12.702,25.624,-81,-0.144,50.96,1081,1086,5925
1988,47,d) 3,4830,4990,41252,42686,233,4.362,936,17.523,9733,1424,8309,3.336,22.802,12549,6752,5797,15.818,29.399,-2816,-6.597,45.603,741,747,4630
1988,47,e) 4,5513,5679,48377,49673,224,3.798,663,11.24,7992,1206,6786,2.428,16.089,10600,4439,6161,8.936,21.34,-2608,-5.25,32.178,508,513,3908
1988,47,f) 5,3475,3750,37285,38156,158,4.045,470,12.033,7038,1303,5735,3.415,18.446,8886,3952,4934,10.358,23.289,-1848,-4.843,36.891,372,376,3412
1988,47,g) 6 to 10,13367,14318,158172,158864,648,4.395,1497,10.154,29351,8224,21127,5.177,18.476,30823,10171,20652,6.402,19.402,-1472,-0.927,36.951,1105,1147,7848
1988,47,h) 11 to 15,2589,2988,36922,37159,172,5.643,292,9.58,6944,2168,4776,5.834,18.688,7168,2439,4729,6.564,19.29,-224,-0.603,37.375,189,196,1137
1988,47,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,47,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,47,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,47,l) Left Censored,28674,45146,1277697,1260819,3022,6.665,3413,7.527,205970,74076,131894,5.875,16.336,172787,61328,111459,4.864,13.704,33183,2.632,27.409,1422,1476,13545
1988,48,a) 0,32980,33671,233655,116828,33671,200,X,X,233655,233655,X,200,200,X,X,X,X,X,233655,200,X,X,X,X
1988,48,b) 1,23674,24537,205558,218072,194,0.656,10278,34.748,58925,1901,57024,0.872,27.021,83662,52508,31154,24.078,38.364,-24737,-11.344,54.042,8628,8677,46416
1988,48,c) 2,21752,22708,191136,198372,1189,4.697,6406,25.304,51347,8220,43127,4.144,25.884,66046,34912,31134,17.599,33.294,-14699,-7.41,51.768,5349,5393,30808
1988,48,d) 3,18803,19884,161801,171895,1093,5.04,4696,21.655,36536,7162,29374,4.167,21.255,56787,28560,28227,16.615,33.036,-20251,-11.781,42.51,3921,3997,25249
1988,48,e) 4,18004,18981,158741,166962,955,4.705,3587,17.673,33465,7539,25926,4.515,20.043,49775,24685,25090,14.785,29.812,-16310,-9.769,40.087,2894,2925,17816
1988,48,f) 5,14171,15198,152583,157994,867,5.382,2688,16.687,28635,5992,22643,3.793,18.124,39466,16126,23340,10.207,24.98,-10831,-6.855,36.248,2104,2156,12208
1988,48,g) 6 to 10,53879,59176,585219,603668,2815,4.546,8297,13.4,103320,20909,82411,3.464,17.115,140043,53788,86255,8.91,23.199,-36723,-6.083,34.231,6147,6331,41356
1988,48,h) 11 to 15,8419,10068,113141,116249,562,5.381,1315,12.59,19302,5027,14275,4.324,16.604,25406,8187,17219,7.043,21.855,-6104,-5.251,33.208,866,970,5772
1988,48,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,48,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,48,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,48,l) Left Censored,83782,147405,3711189,3731779,9124,6.087,14085,9.397,569843,182825,387018,4.899,15.27,609538,201722,407816,5.406,16.334,-39695,-1.064,30.54,5829,6352,47571
1988,49,a) 0,3157,3229,25673,12837,3229,200,X,X,25673,25673,X,200,200,X,X,X,X,X,25673,200,X,X,X,X
1988,49,b) 1,2264,2315,18584,19854,20,0.716,979,35.033,4824,112,4712,0.564,24.297,7441,5275,2166,26.569,37.479,-2617,-13.181,48.595,814,818,4253
1988,49,c) 2,1870,1922,18898,19336,84,3.917,529,24.668,4730,717,4013,3.708,24.463,5546,3135,2411,16.214,28.683,-816,-4.22,48.926,414,422,2761
1988,49,d) 3,1641,1712,14707,15081,103,5.553,389,20.97,3484,828,2656,5.491,23.103,4275,2165,2110,14.356,28.348,-791,-5.245,46.205,314,316,1806
1988,49,e) 4,1408,1454,13094,13766,65,4.164,279,17.873,2820,443,2377,3.218,20.486,4220,2017,2203,14.653,30.656,-1400,-10.17,40.972,226,228,1732
1988,49,f) 5,1161,1219,12751,13016,47,3.621,205,15.794,2400,169,2231,1.298,18.439,3007,1199,1808,9.212,23.102,-607,-4.663,36.878,172,172,1043
1988,49,g) 6 to 10,4930,5321,57108,58080,269,4.872,670,12.134,11332,2580,8752,4.442,19.511,13252,5718,7534,9.845,22.817,-1920,-3.306,39.022,497,510,4129
1988,49,h) 11 to 15,938,1097,11240,11443,64,5.696,117,10.414,1967,464,1503,4.055,17.19,2378,729,1649,6.371,20.782,-411,-3.592,34.381,72,77,396
1988,49,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,49,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,49,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,49,l) Left Censored,8991,13571,341765,343244,896,6.528,1205,8.779,50590,17793,32797,5.184,14.739,53075,21000,32075,6.118,15.463,-2485,-0.724,29.478,500,620,8535
1988,50,a) 0,1906,1908,9456,4728,1908,200,X,X,9456,9456,X,200,200,X,X,X,X,X,9456,200,X,X,X,X
1988,50,b) 1,1421,1428,9087,9469,4,0.243,439,26.679,1970,77,1893,0.813,20.806,2711,1848,863,19.517,28.632,-741,-7.826,41.612,355,355,1624
1988,50,c) 2,1327,1345,9727,10271,53,3.719,213,14.947,2009,173,1836,1.684,19.56,3171,943,2228,9.181,30.873,-1162,-11.313,39.12,171,171,684
1988,50,d) 3,1046,1065,8268,7762,50,4.464,160,14.286,2468,985,1483,12.691,31.798,1408,669,739,8.619,18.141,1060,13.657,36.282,132,132,541
1988,50,e) 4,954,975,6484,6425,42,4.138,122,12.02,1267,199,1068,3.098,19.721,1164,475,689,7.394,18.118,103,1.603,36.236,88,88,358
1988,50,f) 5,666,691,4392,4502,35,4.919,76,10.682,674,101,573,2.243,14.971,923,333,590,7.397,20.502,-249,-5.531,29.942,63,63,295
1988,50,g) 6 to 10,2549,2660,23195,23485,98,3.583,248,9.068,3428,359,3069,1.529,14.597,4004,1481,2523,6.306,17.049,-576,-2.453,29.193,194,195,1137
1988,50,h) 11 to 15,451,466,3229,3325,11,2.292,39,8.125,484,46,438,1.383,14.556,670,296,374,8.902,20.15,-186,-5.594,29.113,27,27,251
1988,50,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,50,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,50,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,50,l) Left Censored,4847,6361,137404,139003,295,4.583,447,6.944,15748,4102,11646,2.951,11.329,18946,5932,13014,4.268,13.63,-3198,-2.301,22.659,241,253,2348
1988,51,a) 0,12762,12926,77915,38958,12926,200,X,X,77915,77915,X,200,200,X,X,X,X,X,77915,200,X,X,X,X
1988,51,b) 1,9312,9497,72068,71463,83,0.757,3011,27.47,22199,907,21292,1.269,31.064,20727,12862,7865,17.998,29.004,1472,2.06,58.008,2472,2478,10978
1988,51,c) 2,8132,8371,69098,69808,425,4.725,1671,18.579,17153,2735,14418,3.918,24.572,18689,8701,9988,12.464,26.772,-1536,-2.2,49.144,1330,1339,7198
1988,51,d) 3,7586,7874,69799,69368,322,3.873,1204,14.48,16466,2173,14293,3.133,23.737,15556,6742,8814,9.719,22.425,910,1.312,44.851,975,977,5269
1988,51,e) 4,6497,6777,56646,57974,301,4.265,862,12.214,10664,1784,8880,3.077,18.394,13326,4910,8416,8.469,22.986,-2662,-4.592,36.789,678,681,3835
1988,51,f) 5,4281,4546,46898,45787,214,4.526,578,12.225,11681,5055,6626,11.04,25.512,9664,3200,6464,6.989,21.107,2017,4.405,42.213,452,465,2672
1988,51,g) 6 to 10,17058,18460,216458,217279,834,4.408,1757,9.286,37951,8628,29323,3.971,17.466,39489,12081,27408,5.56,18.174,-1538,-0.708,34.933,1265,1300,8694
1988,51,h) 11 to 15,2927,3405,44661,44917,135,3.88,284,8.162,6938,1508,5430,3.357,15.446,7397,2501,4896,5.568,16.468,-459,-1.022,30.893,184,193,1420
1988,51,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,51,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,51,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,51,l) Left Censored,33913,56536,1555803,1546381,3446,6.075,3826,6.745,216617,68140,148477,4.406,14.008,197813,62295,135518,4.028,12.792,18804,1.216,25.584,1624,1715,15152
1988,53,a) 0,11032,11221,60875,30438,11221,200,X,X,60875,60875,X,200,200,X,X,X,X,X,60875,200,X,X,X,X
1988,53,b) 1,8154,8327,62747,63842,38,0.388,2967,30.302,17250,355,16895,0.556,27.02,19245,11525,7720,18.052,30.145,-1995,-3.125,54.04,2282,2304,9320
1988,53,c) 2,7191,7400,58779,60311,311,3.867,1596,19.845,13433,2094,11339,3.472,22.273,16418,7674,8744,12.724,27.222,-2985,-4.949,44.546,1270,1273,6462
1988,53,d) 3,5818,6070,47194,48015,327,5.069,1088,16.867,10946,1374,9572,2.862,22.797,12569,5737,6832,11.948,26.178,-1623,-3.38,45.595,850,862,4571
1988,53,e) 4,5753,6000,47994,48141,285,4.532,863,13.722,10905,1601,9304,3.326,22.652,11146,4659,6487,9.678,23.153,-241,-0.501,45.304,645,648,3867
1988,53,f) 5,4429,4631,40946,40921,223,4.622,611,12.663,8489,1489,7000,3.639,20.745,8463,3480,4983,8.504,20.681,26,0.064,41.363,461,463,2847
1988,53,g) 6 to 10,17609,18845,180382,182303,906,4.673,1990,10.265,34340,6609,27731,3.625,18.837,37596,13530,24066,7.422,20.623,-3256,-1.786,37.674,1419,1462,11201
1988,53,h) 11 to 15,3005,3365,36545,36214,172,4.989,337,9.775,6811,1144,5667,3.159,18.808,6220,1839,4381,5.078,17.176,591,1.632,34.351,200,205,931
1988,53,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,53,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,53,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,53,l) Left Censored,28524,43185,982983,976805,2592,5.936,3548,8.126,153581,35979,117602,3.683,15.723,141496,51359,90137,5.258,14.486,12085,1.237,28.971,1546,1667,12357
1988,54,a) 0,2832,2861,16303,8152,2861,200,X,X,16303,16303,X,200,200,X,X,X,X,X,16303,200,X,X,X,X
1988,54,b) 1,2099,2133,14610,15156,13,0.52,748,29.914,3719,62,3657,0.409,24.539,4756,3191,1565,21.055,31.381,-1037,-6.842,49.078,612,612,2812
1988,54,c) 2,1803,1845,16868,17402,80,3.994,396,19.77,3150,577,2573,3.316,18.101,4239,2582,1657,14.837,24.359,-1089,-6.258,36.203,314,315,1919
1988,54,d) 3,1716,1770,15450,15197,95,5.146,247,13.38,3159,448,2711,2.948,20.787,2701,1133,1568,7.455,17.773,458,3.014,35.546,207,207,1035
